Content,Metadata
"Quarter Başlık Tasks Detaylar Kazanımlar İşfaktoring 30 complete İşfaktoring worker sunucuların birinde (isfakwrkp1) yaşanan kubelet sorunundan dolayı sunucuya API ile erişim sağlanamıyordu. Sorun İşnet ile beraber incelenerek İşnet'in müdahalesi ile çözüm sağlandı. İşFaktoring 28 complete İşfaktoring'e sağlanan dijital kanallar için müşterinin on-premise prod ortamı için pipeline kurulumu sağlandı. Q2 İşFaktoring 26 complete İşfaktoring uat müşteri ortamı için sürüm çıkışı sağlandı. Q1 AHE 2 incomplete AHE uygulamasının Anthos ortamından Openshift ortamına taşınması sırasında Mart ayı içinde sarf edilen eforun AHE ekibine iletilerek teyit alınması. Sonrasında proforma hazırlanacak. İşFaktoring 4 complete İşfaktoring İşnet Kubernetes ortamlarının Deployment ortamları (Gitla, build image, pipeline vb.) kurulumu İşFaktoring 6 complete İşfaktoring İşnet Kubernetes ortamlarında Docker registry ayarlarını düzeltilmesi için İşnet ile birlikte lcuster config değişikliği yapılması. İşFaktoring 8 complete İşfaktoring faktoring uygulamasının uygulama ayarları ve kontrolleri yapıldı. Ekip tarafından karar verilmesi/değiştirilmesi/satın alınması gereken maddeler belirlenip raporlandı Qpay 10 complete Qpay'in denetim öncesi danışman firma ile birlikte ön denetime girilerek destek verildi. Qpay 12 complete Qpay'in uygulama loglama altyapısı ve performans takibi ile ilgili destek verildi İşFaktoring 14 complete İşfaktoring Dijital Kanallar uygulaması UAT kurulumu ve hat kurulumu müşteri ortamında tamamlandı. Uygulama hataları ve entegrasyonlar ile ilgili destek verilmeye devem ediliyor. İşFaktoring 16 complete İşfaktoring müşteri ortamlarına cluster log ve monitörleme bileşenleri kuruldu İşFaktoring 20 complete İşfaktoring müşteri ortamına bir kaç kez uat sürüm çıkışı yapıldı İşFaktoring 21 complete İşfaktoring müşteri ortamındaki notification başlangıç problemi incelendi ve ekiplerle sonuçlandırıldı. İşFaktoring 22 complete İşfaktoring müşteri ortamına sürüm çıkışlarıo için ürün ekibinin vpn'leri tamamlandı. Gitlab üzerinde ekip üyelerinin yetkilendirmeleri yapıldı ve ekibe sürüm akışı için bilgi verildi. Qpay 24 complete Qpay'e dış denetimler kapsamında destek verildi.","{'title': 'Customers Epic', 'id': '84836936', 'source': 'https://wiki.softtech.com.tr/display/SDO/Customers+Epic'}"
"Quarter Başlık Tasks Detaylar Kazanımlar Wiki UAT Prod Upgrade 79 complete wiki.softtech.com.tr confluence uygulamasında açığa çıkan kritik güvenlik bulgusu nedeni ile UAT ve Prod ortamları 7.19.16 versiyonuna upgrade edildi. Test Yönetim Aracı Mocha 77 complete Test Yönetim aracı mocha'nın kurulum çalışmaları kapsamında aşağıdaki konularda ekiplere destek verildi. 1. side to side vpn oluşturularak işnet sunucularından github.rally.softtech adresine erişim sağlandı. 2. mocha dns'lerinin sertifikaları alındı ve yüklendi. 3. Sunucularda local user olarak çalışacak, oturumu sürekli açık duracak ""mochaAppUser"" user'ı tanımlandı. 4.Testlerin çalışacağı sunucularda Node.js ve gerekli library'lerin kurulumları yapıldı. Wiki UAT Prod Upgrade 75 complete wiki.softtech.com.tr adresinde çıkan güvenlik bulgusunun giderilmesi için uat ve prod confluence uygulaması 7.19.15 versiyonuna upgrade edildi. Test Yönetim Aracı Mocha 73 complete Banka tarafındaki ekiple kurulum çalışmaları gerçekleştirildi. Scoretfs agent'ları kuruldu ve kontroller sağlandı. IIS, postman, edge gibi diğer kurulması gerekenler de diğer sunuculara kuruldu. Çalışmalar Deployment testleri ile devam edecek. Test Yönetim Aracı Mocha 71 complete Banka tarafındaki sunuculara scoretfs agent'ının kurulumu yapılacağı için banka tarafındaki ilgili ekibe bilgi verildi ve kurulum için çalışma planlandı. Test Yönetim Aracı Mocha 69 complete Test yönetim aracı mocha'nın kurulum çalışmaları için banka tarafındaki sunucuların scoretfs sunucusuna erişimleri sağlandı. Bu erişimler için kontroller sağlandı ve bir sorun olmadığı görüldü. Test Yönetim Aracı Mocha 67 complete Test yönetim aracı mocha'nın kurulum çalışmaları için banka tarafındaki sunuculara citrix üzerinden RDP yapabilmek için gerekli yetkiler verildi. Sunuculara RDP ve SSH yapılabildiği kontrol edildi. Test Yönetim Aracı Mocha 65 complete Test yönetim aracı mocha'nın kurulum çalışmaları için banka tarafındaki sunuculara citrix üzerinden RDP yapabilmek için gerekli yetkilerin talebi yapıldı. Q2 Jira-Wiki Prod Upgrade 63 complete Prod jira ve confluence uygulamaları upgrade edildi. Q2 Jira-Wiki Prod Upgrade 61 complete Prod jira ve confluence uygulama upgradeleri için sunucu üzerindeki backup yapısı incelendi ve confluence için script düzenlendi. Ek olarak upgrade çalışması için işnetten disk talebinde bulunuldu ve çalışma 1 Ağustos 2023 tarihi için planlandı. EpayKolay IAM 502 58 complete Banka tarafında EpayKolay kapsamındaki IAM servisinde alınan 502 hatasına destek verildi Jira-Wiki UAT Upgrade 59 complete Jira ve Wiki (Confluence) UAT ortamlarının upgrade'i ekiple birlikte gece operasyonunda yapıldı. Database Support 177 complete Mimari Coe ve diğer yazılım ekiplerinden gelen SQL Server ve PostgreSQL veri tabanı ortamları için erişim sorunları vb. gibi destek talepleri karşılandı. İşfaktoring Tedarikçi Finansmanı 51 complete Tedarikçi Finansmanı ekibinden gelen veri tabanı destek talepleri, problemler çözüldü. Ek olarak UAT ortamında ekipten 4 kişiye geçici süreliğine read yetkilerine ek olarak write yetkileri tanımlandı. Q1 Chatbot 27 complete Chatbot uygulaması için Platform ekibine sıklıkla gelen soru ve cevapların oluşturulması için destek sağlandı. Plateau 14 complete Plateau hizalanma toplantısındaki taskların kontrol edilerek, biz sonraki hizalanma toplantısına kadar taskların tamamlanması. 21.02.2023 - Plateau Hizalanma Toplantısı 1 - Strateji ve Ürün Yönetimi - Confluence (softtech.com.tr) 12 complete gcr.io yazılımcı erişimi ve türis fiziksel sunucuları konularını CAB gündemine getir. 10 complete Backstage Kuberntes entegrasyonu için gerekli tanımlamaların yapılması ve mimari ekiple paylaşılması. Support 8 complete AHE, PoB, Unluco ve Onboarding projelerine destek verildi Q1 Cloud 6 complete Anthos/Gcloud alternatifi olarak Huawei Cloud ile görüşme yapıldı. İş birliği fırsatları değerlendirildi. Q1 Hat Yaygınlaştırma 15 incomplete Plateau, Data Plateau, Conversational AI, Quick (studio.onplateau) ekiplerinin devops ve platform alt yapılarını daha etkin kullanabilmesi için bu ekiplerle haftalık düzenli toplantılar organize edilmesi. Q1 Banka Kodları 4 complete Banka kodlarının Cloud ortamında durması yönünde banka güvenlik endişelerini giderecek çalışma yapılması. Q1 Kod Senkronizasyonu 2 complete Plateau Core kodlarının bankaya senkronize edilmesi ve yapılan çalışmaların dokümante edilmesi. Plateau Core Kod Senkronizasyonu - Softtech DevOps - Confluence Jira UAT Update 20 complete Jira UAT için datacenter lisans geçişinin yapılması UAT'de Xray plugin lisans hatası veriyor güncelleme sonrası, bunu ekip inceliyor. Jira Prod Update 21 complete Jira Prod için datacenter geçişinin yapılması UAT'deki Xray sorunu çözülene kadar beklemedem. Confluence UAT Update 22 complete Confluence (wiki) uat için datacenter geçişinin yapılması 8090 portuna citrix üzerinden erişim sorunu olduğu için beklemede. Confluence Prod Update 23 complete Confluence (wiki.softtech.com.tr) için datacenter lisans geçişinin yapılması Ekibin kararı ile uat yapılmadan prod yapıldı. Q1 Kod Senkronizasyonu 25 incomplete Plateau Core kodlarından ' Plateau IAM Providers ' projesinin banka tarafına aktarılması ve çalışmaların dökümante edilmesi. Plateau Core Kod Senkronizasyonu - Softtech DevOps - Confluence Jira DB Dump Backup 30 complete Sunucu üzerinde son 5 günlük db dump'ının tutulması için script hazırlanması ve devreye alınması Confluence DB Dump Backup 31 complete Sunucu üzerinde son 5 günlük db dump'ının tutulması için script hazırlanması ve devreye alınması Jira Attachment Backup 33 complete Confluence(Wiki) üzerinde olduğu gibi rsync ve lvm snapshot ile diff backup alacak yapı kuruldu. Böylece upgrade çalışmalarında uzun süren file backup süreci kısaltıldı. İşbank NAYS 37 complete NAYS projesi kapsamında iam ürünün iki DC arasında aktif aktif çalıştırılabilmesi için Banka ve Softtech Ekiplerine destek Bu operasyon bir kaç hafta devam edecek. BDDK Genelge 39 complete BDDK Genelgesi kapsamında kimlik doğrulama ile ilgili yapılacak değişiklikler kapsamında tasarım operasyonlarına katıllım sağlandı Bu toplantılar bir süre devam edecek Kod Senkronizasyonu 41 complete Plateau Core kodlarının bankaya senkronize edilmesi projesi kapsamında ortaya çıkan problemlin nedenin tespiti için banka tarafındaki antivirüsün kapatılıp test yapılması. Plateau Core Kod Senkronizasyonu - Softtech DevOps - Confluence Google AI Çalışmaları 43 complete Google üzerinde proje yapısının BT Destek ile tasarlanıp yaratılması ve açılan projeler üzerinde direktörlük çalışanlarına yetkilendirmelerin yapılması BDDK Genelge 45 complete Softtech ürün mimarları ile mTLS nasıl çalışır banka altyapısı üzerinde nasıl entegre edilecek bizim uyuglamalar perspektifinden anlatım yapıldı Github Copilot 47 complete Copilot kullanımları Nilüfer ile incelenerek mayıs ayı bitmeden kullanmayan kişilerin temizleme operasyonu yapıldı. Microsoft ile billing cycle'ın netleşmesi için yazışıyoruz. Şu an kişiyi çıkarsak dahi ay sonuna kadar tam para ödüyoruz. İşbank NAYS 49 complete Keycloak crossdc aktif/aktif çalışma kapsamında Redhat ile birlikte bir planlama toplantısı yapılıp destek verildi İşbank IAM Uygulamaları 53 complete Openshift deployment sonrası yaşanan paket kaybı sorunu için baka ekipleri ile birlikte inceleme yapıldı. Epaykolay IAM 55 complete Banka UAT ortamlarında yaşanan erişim problemlerinde IAM ve banka openshift ekiplerine destek verildi. Bir haftadır ilgileniyorlar, test yöntemleri ve sorunu analiz etmeleri konusunda destek verdik. Henüz çözmediler ama problemin kod tarafında olduğu nu saptayacak noktaya getirdik.","{'title': 'Platform Engineering & Support Epic', 'id': '84836938', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=84836938'}"
"Quarter Başlık Tasks Detaylar Kazanımlar FATURA 42 complete AHE, Smart Farm, Emtia, QPay, Pob Nisan sonuna kadar olan proformalar oluşturuldu ve firma yetkililieri ile paylaşıldı. TEFTİŞ 40 complete GCP yetkilendirme sorgu sonucunu teftiş ekibiyle paylaşılması GCP’deki Rally, CaperaDemo ve Platform projelerine ilişkin 01.2021-10.03.2023 tarihleri arasını kapsayacak şekilde her türlü yetkilendirmelerin, ilgili yetkilendirmelerin detaylarının paylaşılmasını rica ederiz. İşnet üzerinde de yetkilendirmeleriniz mevcut ise, onların da paylaşılmasını rica ederiz. (Taha ve Baransel'den bilgi al. )","{'title': 'Invoice, Agreement & Inspections Epic', 'id': '84836940', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=84836940'}"
"Quarter Başlık Tasks Detaylar Kazanımlar EĞİTİM 100 complete Openshift'in workshop eğitimi yapıldı. EĞİTİM 98 complete OpenShift Platform Workshops eğitimini yapıldı. EĞİTİM 96 complete Redhat ile Openshift üzerine workshop eğitimi yapıldı. EĞİTİM 94 complete RedHat tarafından sağlanan OpenShift Workshop LAB eğitimleri tamamlandı. EĞİTİM 92 complete Akademi tarafından atanan GCP ve Azure Cost Optimization eğitimleri tamamlandı. EĞİTİM 90 complete GCP ve Azure Cost Optimizasyon eğitimlerine devam edildi. EĞİTİM 88 complete Akademi tarafından hazırlanan Devops Gelişim Programındaki zorunlu eğitimlerden Docker for the Absolute Beginner - Hands On - DevOps eğitimi ve Kubernetes for the Absolute Beginners - Hands-on eğitimleri tamamlanarak Devops Gelişim Programı tamamlanmış oldu. EĞİTİM 86 complete Akademi tarafından hazırlanan Devops Gelişim Programındaki zorunlu eğitimlerden Git Complete: The definitive, step-by-step guide to Git tamamlandı. Docker for the Absolute Beginner - Hands On - DevOps eğitimine başlandı EĞİTİM 84 complete Akademi üzerinde atanan GCP ve Azure Cost Optimization eğitimine başlandı . EĞİTİM 82 complete Akademi tarafından hazırlanan Devops Gelişim Programındaki zorunlu eğitimlerden Learn DevOps: CI/CD with Jenkins using Pipelines and Docker tamamlandı. EĞİTİM 79 complete Github Admin Workshop eğitimine katılım sağlandı. (Tüm ekip) EĞİTİM 80 complete Akademi tarafından hazırlanan Devops Gelişim Programındaki zorunlu eğitimlerden Learn Linux in 5 Days tamamlandı. Learn DevOps: CI/CD with Jenkins using Pipelines and Docker eğitimine başlandı. EĞİTİM 76 complete Akademi üzerinde atanan GCP Cost Optimization eğitimine başlandı . EĞİTİM 74 complete Akademi tarafından hazırlanan Devops Gelişim Programındaki zorunlu eğitimlerden Learn Linux in 5 Days eğitimine devam edildi. EĞİTİM 72 complete Yeni atanan zorunlu eğitim Google Cloud Cost Optimization eğitimine Udemy'de başlandı. EĞİTİM 70 complete Udemy'de zorunlu eğitimlerden Learn Linux in 5 Days eğitimine başlandı. AKADEMİ 68 complete Şiddetsiz iletişime giriş eğitimine katılım sağlandı. EĞİTİM 66 complete Udemy'de zorunlu eğitimlerden Big Data with Apache Spark and AWS eğitimi izlendi. AKTARIM 64 complete Sorumluluğumdaki servislerin ve yapıların 5 farklı oturumda anlatımları yapıldı AKADEMI 62 complete Metaverse 101 Eğitimine katılım sağlandı. AKADEMI 60 complete Zorunlu Yapay Zeka Okuryazarlığı eğitimi (5 saat) AKADEMİ 56 complete Desing Thinking eğitimine katılım sağlandı EĞİTİM 54 complete DB2 Eğitimi alındı. EĞİTİM 51 complete Öğrenme İksiri Stratejik Bakış Açısı eğitimine katılım sağlandı. EĞİTİM 52 complete Sosyal Yetkinlik  Eğitimi kapsamında, `Belirsizlikle Baş Edebilme` eğitimine katılım sağlandı. EĞİTİM 48 complete Softtech & Microsoft Azure Admin Workshop eğitimine ekip olarak iki gün katıldık. @Ekip EĞİTİM 46 complete Microsoft AZ-104 eğitimine katılım sağlandı. EĞİTİM 44 complete Openshift platform eğitimine tüm takım olarak katılım sağlandı. Q1 EĞİTİM 42 complete Şiddetsiz İletişime Giriş Eğitimine katılım. Eğitim süresi 2 gün Q1 Microsoft 40 complete Microsoft AZ400 DevOps eğitimine katılım. Eğitim süresi 4 gün. Tüm ekip katıldı. Q1 AKEDEMi 38 complete Akademinin isteği devops eğitim path oluşturulması için eğitimlerin belirlenmesi ve akademi ile paylaşışması Q1 AKADEMİ 36 complete Devops eğitimi için toplantı organize edilecek. Q1 EĞİTİM 9 complete GCP lab kullanımları nasıl olacak. Workshop düzenle Q1 EĞİTİM 10 complete GCP & Azure tarafında yapılacak Eğitim çalışmaları için hedef belirlenmesi gerekir mi? Değerlendirilecek. EĞİTİM 58 complete Çatışma Yönetimi eğitimi.","{'title': 'Eğitimler Epic', 'id': '84836946', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=84836946'}"
,"{'title': 'Kontrol Listeleri', 'id': '84836991', 'source': 'https://wiki.softtech.com.tr/display/SDO/Kontrol+Listeleri'}"
small Github VM backup alındığını kontrol et. Github OS backup alınmasını sağla Mesai saatleri içinde olmadığını teyit et.,"{'title': 'Github Upgrade Checklist', 'id': '84836993', 'source': 'https://wiki.softtech.com.tr/display/SDO/Github+Upgrade+Checklist'}"
,"{'title': 'Github Maintenance Guideline', 'id': '84836997', 'source': 'https://wiki.softtech.com.tr/display/SDO/Github+Maintenance+Guideline'}"
Giriş Kullanıcı - Paket Görüntüleme Yetkileri Softtech Kullanıcısı Success Factory Bizdeki tablo Genom İşbank Kullanıcısı,"{'title': 'Devops Softtech - Checkmarx Development Guideline', 'id': '84837230', 'source': 'https://wiki.softtech.com.tr/display/SDO/Devops+Softtech+-+Checkmarx+Development+Guideline'}"
,"{'title': 'Service Desk Guide', 'id': '86147754', 'source': 'https://wiki.softtech.com.tr/display/SDO/Service+Desk+Guide'}"
Sürüm ekibi örnek pipeline templateleri Java temel template’i: https://scoretfs.isbank/ISBANK/BUILD_TEMPLATES/_git/Yaml_Templates?path=%2Fjava.yml Dotnet build temel template’i: https://scoretfs.isbank/ISBANK/BUILD_TEMPLATES/_git/Yaml_Templates?path=%2Fdotnet-build.yml Nuget-restore temel template’i: https://scoretfs.isbank/ISBANK/BUILD_TEMPLATES/_git/Yaml_Templates?path=%2Fnuget-restore.yml Docker Build Pipeline’ı (Docker Build + push Adımına bakılmalı): https://scoretfs.isbank/ISBANK/BUILD_TEMPLATES/_apps/hub/ms.vss-ciworkflow.build-ci-hub?_a=edit-build-definition&id=3313,"{'title': 'Banka NexusIQ paketlerinin taranması', 'id': '86149835', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=86149835'}"
"Site-2-Site Tanımları Kaynak Netwok/IP Kaynak Port Hedef Network/IP Hedef Port Tedarikçi Finansmanı Sunucu Listesi FTP Sunucuları Int Ortamı FTP Sunucusu GCP üzerinde kurulu sunucu. FTP kullanılıyor, pasif modda","{'title': 'İş Faktoring Tedarikçi Finansmanı', 'id': '89754352', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=89754352'}"
"FTP Yapılandırması Sunucu üzerinde FTP paket kurulumuna başlanmadan önce gerekli yardımcı paket kurulumları tamamlanır. # sudo apt update # sudo apt install acl # sudo apt install net-tools FTP paket kurulumu için aşağıdaki paket yüklenir. # sudo apt install vsftpd FTP servisinin konfigürasyon dosyası /etc/vsftpd.conf aşağıdaki gibi düzenlenir ve eksik olan parametreler eklenir. # cat /etc/vsftpd.conf listen=NO listen_ipv6=YES anonymous_enable=NO local_enable=YES dirmessage_enable=YES use_localtime=YES xferlog_enable=YES connect_from_port_20=YES secure_chroot_dir=/var/run/vsftpd/empty pam_service_name=vsftpd rsa_cert_file=/etc/ssl/certs/ssl-cert-snakeoil.pem rsa_private_key_file=/etc/ssl/private/ssl-cert-snakeoil.key ssl_enable=NO write_enable=YES allow_writeable_chroot=YES chroot_local_user=YES userlist_enable=YES userlist_file=/etc/vsftpd.userlist userlist_deny=NO pasv_enable=YES pasv_min_port=50000 pasv_max_port=50999 /etc/vsftpd.userlist dosyası içerisine FTP ile erişmesini istediğimiz user'lar eklenir. Mevcutta bu dosya gelmediğinden oluşturulması gerekir. # cat /etc/vsftpd.userlist tekcep-int musteri-test-1 /etc/pam.d/vsftpd dosyası içerisinde pam_shells.so modülü disable edilir. Pam_shells.so , kullanıcının kabuğu /etc/shells içinde listeleniyorsa sisteme erişime izin veren bir PAM modülüdür, o nedenle ekleyeceğimiz kullanıcının kabuğu ekli olmadığından disable etmemiz gerekir. # cat /etc/pam.d/vsftpd #auth   required pam_shells.so Konfigürasyonların sisteme yansıtılması için servis restart edilip , başarılı açılıp açılmadığı kontrol edilir. # systemctl restart vsftpd.service # systemctl status vsftpd.service # journalctl -x -eu vsftpd.service SFTP Yapılandırması 22.porttan file transfer erişim için aşağıdaki paket kurulur. # sudo apt install ssh Kurulumdan sonra /etc/ssh/sshd_config dosyası içerisinde farklı dizinlere erişmesi gereken userlar ya da userlara dahil gruplar için aşağıdaki parametrelerin eklenmesi gerekir ve ana dizinlerinde farklılık var ise ilgili parametlerin her bir user veya grup için eklenmesi gerekir . # cat /etc/ssh/sshd_config Subsystem sftp internal-sftp Match user tekcep-int ChrootDirectory /data X11Forwarding no AllowTcpForwarding no ForceCommand internal-sftp -d /%u PasswordAuthentication yes Match group ftpusers ChrootDirectory /data X11Forwarding no AllowTcpForwarding no ForceCommand internal-sftp -d /tekcep-int/%u PasswordAuthentication yes İlgili değişikliklerin yansıtılması ve kontrol için aşağıdaki komutlar çalıştırılır. # systemctl restart sshd.service # systemctl status sshd.service # netstat -an |grep LISTEN Kullanıcıların erişeceği dizin için ana folder oluşturulur. # mkdir /data # export PWD=/data FTP ve SFTP ile erişim sağlayacak userlar ve grup oluşturulur. # groupadd ftpusers # useradd -s /sbin/nologin -m tekcep-int -d $PWD/tekcep-int # useradd -s /sbin/nologin -m musteri-test-1 -d $PWD/tekcep-int/musteri-test-1 # rm -f ~tekcep-int/.??* ~musteri-test-1/.??* # usermod -a -G ftpusers musteri-test-1 # passwd musteri-test-1 # passwd tekcep-int tekcep-int user'ın $PWD/tekcep-int/ altındaki tüm dosyaları/klasörleri görebilmesi ve musteri-test-1 user'ın sadece $PWD/tekcep-int/musteri-test-1/ altındaki dosyaları/klasörleri görebileceği senaryo için aşağıdaki izinler ve yetkilendirmeler yapılır. # chown tekcep-int:tekcep-int ~tekcep-int; # chmod 701 ~tekcep-int; # chown musteri-test-1:musteri-test-1 ~musteri-test-1; # chmod 700 ~musteri-test-1; Setfacl ile dosya üzerinde tanımlı ACL(Access Control List) girişleri tanımlanır, değiştirilir, silinir. # setfacl -Rb ~tekcep-int; # setfacl -Rdm u:tekcep-int:rwx ~tekcep-int; # setfacl -Rm  u:tekcep-int:rwx ~tekcep-int; Getfacl ile dosya üzerinde tanımlı ACL girişleri görüntülenir. “ls -lrt” komut çıktısına göre imtiyaz alanının sonunda “+” işareti olduğu için dosya ACL girişine sahiptir. # getfacl /$PWD/tekcep-int/ # getfacl /$PWD/tekcep-int/musteri-test-1/ Yeni bir müşteri eklendiğinde aşağıdaki adımların yapılması gerekir. # useradd -s /sbin/nologin -m musteri-test-2 -d $PWD/tekcep-int/musteri-test-2 # usermod -a -G ftpusers musteri-test-2 # chown musteri-test-2:musteri-test-2 ~musteri-test-2; # chmod 700 ~musteri-test-2; # setfacl -Rm  u:tekcep-int:rwx ~tekcep-int; # getfacl /$PWD/tekcep-int/musteri-test-2 # Yeni user'ın FTP ile de erişimi istenirse /etc/vsftpd.userlist dosyasına ilgili user isminin eklenmesi gerekir.image-2023-5-26_23-57-6.pngimage-2023-5-26_23-56-51.png","{'title': 'FTP ve SFTP Kurulumu', 'id': '89754748', 'source': 'https://wiki.softtech.com.tr/display/SDO/FTP+ve+SFTP+Kurulumu'}"
"Bu dökümanda, PgBouncer için majör / minör sürüm güncellemesi ve PostgreSQL için minör sürüm güncellemelerinin nasıl yapıldığı gösterilmektedir. Minör sürüm güncellemeleri; mevcut performans sorunlarına yönelik iyileştirmeleri, bulunan güvenlik açıklarına ve buglara yönelik düzeltmeleri içerdiği için uygulama seviyesinde herhangi bir değişiklik / düzenleme gerektirmemektedir. Dolayısıyla, minör sürüm güncellemeleri aslında en güncel binary dosyaların çekilmesinden ibarettir. PgBouncer İçin Güncelleme Eğer versiyon güncelleme işlemi bir cluster üzerinde yapılacaksa, bu işleme ilk olarak standby nodelardan başlamak daha doğru bir yaklaşım olacaktır. Sürüm güncellemesi en güncel binary dosyalarının kurulmasın ibarettir. Bunun için ilk olarak aşağıdaki komut ile güncel paketler çekilir : sudo apt  update Paket güncellemeleri tamamlandıktan sonra, mevcuttaki sürüm ile kurulacak sürümün ne olduğu kurulum öncesinde aşağıdaki komut ile kontrol edilir : sudo apt policy pgbouncer Bu komutun çıktısı aşağıdaki görsel gibi olacaktır : Bu görsele göre, mevcutta kurulu PgBouncer sürümü 1.18.0 ( 1. adımdaki Installed kısımında yer alır ) , kurulacak yeni sürümün ise 1.19.0 ( 2. adımdaki Candidate kısımında yer alır ) olduğu görülmektedir. Kurulu olan mevcut sürüm ile yükseltilecek yeni sürümden emin olduktan sonra kurulum öncesinde pgbouncer servisi durdurulur : sudo systemctl stop pgbouncer.service Kurulum yapılır : sudo apt install pgbouncer Kurulum yapılırken bu aşamada aşağıdaki görseldeki gibi, mevcuttaki konfigürasyon dosyasını değiştirmek isteyip istemediğimizi soruyor. Bu soruya N ile hayır cevabını vererek, mevcut konfigürasyon dosyasını koruyarak kurulum yapmasını söylüyoruz : Bu aşamada kurulum tamamlandıktan sonra, aşağıdaki komut ile kurulmuş olan yeni sürüm kontrol edilir : pgbouncer -V Pgbouncer'ın son sürüme yükseltildiğini gördükten sonra, servisi start edip durumunu kontrol edebiliriz : sudo systemctl start pgbouncer.service sudo systemctl status pgbouncer.service Servisin Up ve Running durumda olduğunu da gördükten sonra güncelleme süreci son erer. PostgreSQL İçin Güncelleme Eğer versiyon güncelleme işlemi bir cluster üzerinde yapılacaksa, bu işleme ilk olarak standby nodelardan başlamak daha doğru bir yaklaşım olacaktır. PostgreSQL için de sürüm güncelleme işlemi PgBouncer ile aynı bir sürece sahiptir. Sürüm güncellemesi en güncel binary dosyalarının kurulmasın ibarettir. Bunun için ilk olarak aşağıdaki komut ile güncel paketler çekilir ( Daha önceden yapıldıysa bu adım atlanabilir ) : sudo apt  update Paket güncellemeleri tamamlandıktan sonra, mevcuttaki sürüm ile kurulacak sürümün ne olduğu kurulum öncesinde aşağıdaki komut ile kontrol edilir : sudo apt policy postgresql-{majör_versiyon} Bu görsele göre, mevcutta kurulu PostgreSQL sürümü 15.2 ( 1. adımdaki Installed kısımında yer alır ) , kurulacak yeni sürümün ise 15.3 ( 2. adımdaki Candidate kısımında yer alır ) olduğu görülmektedir. Kurulu olan mevcut sürüm ile yükseltilecek yeni sürümden emin olduktan sonra kurulum öncesinde, postgresql servisi durdurulur. PostgreSQL yönetimini eğer Patroni yapıyorsa, Patroni servisi durdurulur : sudo systemctl stop patroni.service Patroni servisi durdurulduktan sonra, kurulum yapılır : sudo apt install postgresql-{majör_sürüm} Kurulum başarılı bir şekilde tamamlandıkta sonra PostgreSQL / Patroni servisi start edilir ve durumu kontrol edilir : sudo systemctl start patroni.service sudo systemctl status patroni.service Patroni servisinin Up ve Running durumda olduğu görüldükten sonra, aşağıdaki komut ile versiony kontrolü yapılır : sudo psql -U postgres -c ""select version();"" Versiyonun istediğimiz sürümde olduğunu gördükten sonra güncelleme süreci son erer.image-2023-6-19_18-55-1.pngimage-2023-6-19_18-53-58.pngimage-2023-6-19_18-52-0.pngimage-2023-6-19_18-45-21.pngimage-2023-6-19_18-44-40.pngimage-2023-6-19_18-35-51.pngimage-2023-6-19_18-18-7.pngimage-2023-6-19_18-16-42.pngimage-2023-6-19_18-10-45.pngimage-2023-6-19_18-5-44.pngimage-2023-6-19_17-45-6.png","{'title': 'PostgreSQL ve PgBouncer Versiyon Güncellemesi', 'id': '89756881', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=89756881'}"
